Sl_No, Date, Time, Sun-X, Sun-Y, Luminance 
0,2015:12:09,07:00:03,1081.0,3681.0,19248.0412389
1,2015:12:09,07:02:03,1128.0,3645.0,9278.61711431
2,2015:12:09,07:04:02,1155.0,3633.0,11823.6385988
3,2015:12:09,07:06:03,1172.0,3623.0,14360.5077469
4,2015:12:09,07:08:03,1170.0,3617.0,19116.9090034
5,2015:12:09,07:10:03,1169.0,3605.0,24025.3956016
6,2015:12:09,07:12:03,1161.0,3601.0,30134.6796305
7,2015:12:09,07:14:03,1148.0,3610.0,29902.4314831
8,2015:12:09,07:16:03,1145.0,3614.0,38195.0295872
9,2015:12:09,07:18:02,1150.0,3617.0,47798.7980071
10,2015:12:09,07:20:03,1154.0,3613.0,48188.9320218
11,2015:12:09,07:22:03,1153.0,3619.0,59846.2130694
12,2015:12:09,07:24:02,1149.0,3614.0,60155.9038394
13,2015:12:09,07:26:03,1156.0,3611.0,77793.6663637
14,2015:12:09,07:28:03,1148.0,3615.0,77665.4283534
15,2015:12:09,07:30:02,1138.0,3618.0,98958.7940471
16,2015:12:09,07:32:03,1127.0,3610.0,99489.9876755
17,2015:12:09,07:34:03,1123.0,3615.0,125251.766456
18,2015:12:09,07:36:03,1127.0,3598.0,126500.202312
19,2015:12:09,07:38:03,1103.0,3597.0,126277.137502
20,2015:12:09,07:40:03,1090.0,3596.0,125474.108504
21,2015:12:09,07:42:03,1117.0,3587.0,125985.924577
22,2015:12:09,07:44:03,1124.0,3601.0,161399.86369
23,2015:12:09,07:46:03,1139.0,3593.0,161638.47558
24,2015:12:09,07:48:05,1141.0,3593.0,161836.098368
25,2015:12:09,07:50:03,1142.0,3590.0,161889.22044
26,2015:12:09,07:52:03,1130.0,3597.0,161420.459645
27,2015:12:09,07:54:03,1137.0,3573.0,162028.587176
28,2015:12:09,07:56:03,1140.0,3584.0,202620.532988
29,2015:12:09,07:58:03,1142.0,3592.0,202684.461771
30,2015:12:09,08:00:01,1106.0,3679.0,894538.063244
31,2015:12:09,08:02:01,1099.0,3682.0,113602.919116
32,2015:12:09,08:04:01,1102.0,3679.0,114746.052304
33,2015:12:09,08:06:01,1104.0,3676.0,115483.826839
34,2015:12:09,08:08:01,1104.0,3672.0,117191.408213
35,2015:12:09,08:10:01,1098.0,3658.0,123345.263984
36,2015:12:09,08:12:01,1103.0,3656.0,123169.652331
37,2015:12:09,08:14:01,1102.0,3646.0,123192.442708
38,2015:12:09,08:16:01,1100.0,3634.0,117338.945623
39,2015:12:09,08:18:01,1106.0,3633.0,119722.591205
40,2015:12:09,08:20:01,1110.0,3628.0,107282.842023
41,2015:12:09,08:22:01,1108.0,3617.0,146254.670038
42,2015:12:09,08:24:01,1112.0,3606.0,144247.592496
43,2015:12:09,08:26:01,1111.0,3600.0,143162.13244
44,2015:12:09,08:28:01,1117.0,3600.0,134661.531973
45,2015:12:09,08:30:01,1123.0,3582.0,100339.481323
46,2015:12:09,08:32:01,1140.0,3580.0,93914.8607662
47,2015:12:09,08:34:01,1136.0,3588.0,94295.9963644
48,2015:12:09,08:36:01,1138.0,3571.0,97296.1267929
49,2015:12:09,08:38:01,1145.0,3567.0,129514.117078
50,2015:12:09,08:40:01,1137.0,3557.0,142885.317942
51,2015:12:09,08:42:01,1137.0,3552.0,149131.320071
52,2015:12:09,08:44:01,1140.0,3545.0,153436.468313
53,2015:12:09,08:46:01,1141.0,3539.0,147907.037633
54,2015:12:09,08:48:01,1145.0,3532.0,159148.735309
55,2015:12:09,08:50:01,1147.0,3532.0,154588.155162
56,2015:12:09,08:52:01,1146.0,3519.0,150094.106867
57,2015:12:09,08:54:01,1145.0,3510.0,151415.490667
58,2015:12:09,08:56:01,1147.0,3502.0,144349.95668
59,2015:12:09,08:58:01,1147.0,3504.0,131078.172489
60,2015:12:09,09:00:01,1153.0,3493.0,134973.922238
61,2015:12:09,09:02:02,1154.0,3487.0,150626.919793
62,2015:12:09,09:04:01,1156.0,3479.0,157667.023191
63,2015:12:09,09:06:02,1157.0,3473.0,195986.305703
64,2015:12:09,09:08:01,1158.0,3467.0,189571.516589
65,2015:12:09,09:10:02,1156.0,3456.0,190503.838833
66,2015:12:09,09:12:02,1158.0,3449.0,195818.869036
67,2015:12:09,09:14:01,1169.0,3443.0,208121.585656
68,2015:12:09,09:16:01,1167.0,3436.0,189727.402458
69,2015:12:09,09:18:01,1165.0,3432.0,188449.152281
70,2015:12:09,09:20:01,1169.0,3419.0,192014.349894
71,2015:12:09,09:22:01,1173.0,3408.0,181897.744061
72,2015:12:09,09:24:01,1171.0,3410.0,193614.720219
73,2015:12:09,09:26:01,1172.0,3400.0,200403.896619
74,2015:12:09,09:28:01,1185.0,3394.0,165733.416644
75,2015:12:09,09:30:01,1179.0,3385.0,185225.84135
76,2015:12:09,09:32:01,1189.0,3380.0,162674.6252
77,2015:12:09,09:34:01,1183.0,3366.0,151395.938764
78,2015:12:09,09:36:01,1184.0,3360.0,185515.317453
79,2015:12:09,09:38:01,1186.0,3353.0,183616.266808
80,2015:12:09,09:40:01,1187.0,3345.0,183707.0726
81,2015:12:09,09:42:01,1189.0,3336.0,185504.497828
82,2015:12:09,09:44:02,1190.0,3325.0,190711.8232
83,2015:12:09,09:46:02,1190.0,3318.0,193975.334883
84,2015:12:09,09:48:01,1193.0,3311.0,182626.379139
85,2015:12:09,09:50:01,1195.0,3303.0,186904.656733
86,2015:12:09,09:52:02,1197.0,3294.0,186827.220531
87,2015:12:09,09:54:01,1199.0,3287.0,188683.140694
88,2015:12:09,09:56:02,1202.0,3280.0,186225.905608
89,2015:12:09,09:58:01,1204.0,3272.0,185755.832722
90,2015:12:09,10:00:01,1206.0,3265.0,185660.777914
91,2015:12:09,10:00:21,1206.0,3264.0,186508.717094
92,2015:12:09,10:00:41,1207.0,3263.0,187746.929967
93,2015:12:09,10:01:02,1208.0,3261.0,188174.810908
94,2015:12:09,10:01:22,1208.0,3260.0,184144.379956
95,2015:12:09,10:01:42,1209.0,3259.0,186424.504714
96,2015:12:09,10:02:01,1209.0,3258.0,184520.236594
97,2015:12:09,10:02:21,1209.0,3256.0,183775.416925
98,2015:12:09,10:02:41,1209.0,3255.0,185760.125644
99,2015:12:09,10:03:01,1209.0,3254.0,186423.209731
100,2015:12:09,10:03:21,1209.0,3252.0,184889.186722
101,2015:12:09,10:03:41,1209.0,3251.0,184126.116931
102,2015:12:09,10:04:02,1209.0,3250.0,184342.607417
103,2015:12:09,10:04:22,1208.0,3248.0,229530.922887
104,2015:12:09,10:04:42,1208.0,3247.0,184208.608508
105,2015:12:09,10:05:01,1209.0,3246.0,228918.882489
106,2015:12:09,10:05:21,1209.0,3244.0,229521.09317
107,2015:12:09,10:05:40,1209.0,3243.0,227331.279968
108,2015:12:09,10:06:01,1210.0,3242.0,187154.407317
109,2015:12:09,10:06:21,1210.0,3241.0,183577.367506
110,2015:12:09,10:06:41,1210.0,3240.0,183607.450714
111,2015:12:09,10:07:02,1210.0,3239.0,223424.901323
112,2015:12:09,10:07:21,1211.0,3237.0,226308.739684
113,2015:12:09,10:07:42,1211.0,3236.0,225541.452121
114,2015:12:09,10:08:01,1211.0,3235.0,231496.916736
115,2015:12:09,10:08:21,1211.0,3233.0,232052.686101
116,2015:12:09,10:08:41,1211.0,3232.0,224733.902556
117,2015:12:09,10:09:01,1211.0,3230.0,220526.91606
118,2015:12:09,10:09:21,1211.0,3229.0,226329.282489
119,2015:12:09,10:09:41,1211.0,3239.0,235268.714823
120,2015:12:09,10:10:02,1209.0,3239.0,237538.131979
121,2015:12:09,10:10:21,1197.0,3233.0,146584.81416
122,2015:12:09,10:10:41,1202.0,3217.0,232827.817735
123,2015:12:09,10:11:02,1208.0,3220.0,191966.640169
124,2015:12:09,10:11:21,1213.0,3221.0,229544.939356
125,2015:12:09,10:11:41,1214.0,3220.0,229476.29792
126,2015:12:09,10:12:02,1214.0,3219.0,228664.94123
127,2015:12:09,10:12:22,1214.0,3217.0,223964.676985
128,2015:12:09,10:12:42,1214.0,3216.0,224657.010777
129,2015:12:09,10:13:02,1214.0,3216.0,187407.067097
130,2015:12:09,10:13:22,1214.0,3216.0,228538.815278
131,2015:12:09,10:13:42,1220.0,3220.0,236465.663378
132,2015:12:09,10:14:01,1215.0,3214.0,229030.721668
133,2015:12:09,10:14:21,1221.0,3213.0,243311.553131
134,2015:12:09,10:14:41,1221.0,3222.0,249466.007591
135,2015:12:09,10:15:01,1217.0,3218.0,157720.131236
136,2015:12:09,10:15:21,1217.0,3210.0,241027.0289
137,2015:12:09,10:15:41,1216.0,3207.0,238499.457934
138,2015:12:09,10:16:01,1216.0,3206.0,232129.800124
139,2015:12:09,10:16:22,1216.0,3204.0,229054.496448
140,2015:12:09,10:16:42,1216.0,3203.0,228470.10922
141,2015:12:09,10:17:01,1216.0,3201.0,187913.338664
142,2015:12:09,10:17:21,1216.0,3200.0,223785.639545
143,2015:12:09,10:17:40,1216.0,3198.0,229465.371449
144,2015:12:09,10:18:01,1216.0,3197.0,185990.191175
145,2015:12:09,10:18:21,1216.0,3195.0,231081.240921
146,2015:12:09,10:18:41,1217.0,3194.0,226364.68117
147,2015:12:09,10:19:01,1217.0,3193.0,227823.727979
148,2015:12:09,10:19:21,1217.0,3191.0,223652.599836
149,2015:12:09,10:19:41,1217.0,3190.0,227575.96128
150,2015:12:09,10:20:02,1217.0,3188.0,237425.522802
151,2015:12:09,10:22:01,1218.0,3180.0,233798.413696
152,2015:12:09,10:24:01,1220.0,3172.0,229361.124853
153,2015:12:09,10:26:01,1222.0,3162.0,231493.671442
154,2015:12:09,10:28:01,1223.0,3155.0,231592.255065
155,2015:12:09,10:30:01,1225.0,3147.0,187618.567525
156,2015:12:09,10:32:01,1225.0,3138.0,226938.755442
157,2015:12:09,10:34:01,1226.0,3128.0,227254.44507
158,2015:12:09,10:36:01,1226.0,3119.0,224373.41851
159,2015:12:09,10:38:01,1229.0,3113.0,230320.490756
160,2015:12:09,10:40:01,1231.0,3104.0,228723.354009
161,2015:12:09,10:42:02,1228.0,3090.0,227912.901881
162,2015:12:09,10:44:01,1233.0,3082.0,226292.487577
163,2015:12:09,10:46:01,1234.0,3074.0,222609.352853
164,2015:12:09,10:48:01,1237.0,3064.0,225553.254208
165,2015:12:09,10:50:02,1235.0,3055.0,222807.435865
166,2015:12:09,10:52:01,1236.0,3045.0,223197.473017
167,2015:12:09,10:54:01,1236.0,3036.0,219858.377348
168,2015:12:09,10:56:01,1238.0,3029.0,219488.953422
169,2015:12:09,10:58:01,1250.0,3017.0,189368.422358
170,2015:12:09,11:00:01,1242.0,3017.0,219718.849472
171,2015:12:09,11:02:01,1248.0,3004.0,72401.4175223
172,2015:12:09,11:04:01,1254.0,2991.0,250246.57456
173,2015:12:09,11:06:01,1248.0,2995.0,213723.314101
174,2015:12:09,11:08:01,1246.0,2988.0,220532.092388
175,2015:12:09,11:10:01,1248.0,2978.0,217921.357781
176,2015:12:09,11:12:01,1245.0,2971.0,226642.878037
177,2015:12:09,11:14:02,1245.0,2961.0,223152.372231
178,2015:12:09,11:16:01,1249.0,2955.0,218224.13237
179,2015:12:09,11:18:01,1251.0,2948.0,222678.119666
180,2015:12:09,11:20:02,1250.0,2935.0,233709.694649
181,2015:12:09,11:22:01,1250.0,2930.0,217296.220391
182,2015:12:09,11:24:01,1253.0,2921.0,217384.478137
183,2015:12:09,11:26:01,1252.0,2912.0,234826.4104
184,2015:12:09,11:28:01,1253.0,2906.0,183257.217567
185,2015:12:09,11:30:01,1263.0,2908.0,139776.074742
186,2015:12:09,11:32:01,1287.0,2901.0,81546.5478
187,2015:12:09,11:34:01,1287.0,2882.0,91260.1655889
188,2015:12:09,11:36:01,1285.13333333,2876.26666667,45494.7771889
189,2015:12:09,11:38:01,1283.26666667,2870.53333333,42327.2357778
190,2015:12:09,11:40:01,1281.4,2864.8,23596.3593378
191,2015:12:09,11:42:01,1279.53333333,2859.06666667,14061.8540572
192,2015:12:09,11:44:01,1277.66666667,2853.33333333,11100.1896277
193,2015:12:09,11:46:01,1275.8,2847.6,5842.58139333
194,2015:12:09,11:48:01,1273.93333333,2841.86666667,4924.40123111
195,2015:12:09,11:50:01,1272.06666667,2836.13333333,5101.90527889
196,2015:12:09,11:52:01,1270.2,2830.4,5966.92161955
197,2015:12:09,11:54:01,1268.33333333,2824.66666667,16683.4871344
198,2015:12:09,11:56:01,1266.46666667,2818.93333333,30868.0482033
199,2015:12:09,11:58:01,1264.6,2813.2,39161.4234539
200,2015:12:09,12:00:01,1262.73333333,2807.46666667,48252.6790863
201,2015:12:09,12:00:21,1260.86666667,2801.73333333,47869.5421743
202,2015:12:09,12:00:41,1259.0,2796.0,50381.5533992
203,2015:12:09,12:01:00,1267.0,2800.0,53581.9199752
204,2015:12:09,12:01:20,1282.0,2784.0,56243.7105565
205,2015:12:09,12:01:40,1297.0,2771.0,59688.6822934
206,2015:12:09,12:02:01,1293.08333333,2767.66666667,50276.1789938
