Sl_No, Date, Time, Sun-X, Sun-Y, Luminance 
0,2015:12:19,07:00:02,939.0,3522.0,9251.76023333
1,2015:12:19,07:02:03,800.0,3499.0,4419.45220744
2,2015:12:19,07:04:03,936.0,3613.0,5261.90960087
3,2015:12:19,07:06:03,1109.0,3673.0,8956.68522256
4,2015:12:19,07:08:03,1298.0,3679.0,12240.548956
5,2015:12:19,07:10:03,1292.0,3676.0,12792.6445183
6,2015:12:19,07:12:03,1201.0,3723.0,17284.1529145
7,2015:12:19,07:14:03,1160.0,3724.0,21194.7491024
8,2015:12:19,07:16:03,1198.0,3720.0,22666.0126982
9,2015:12:19,07:18:03,1228.0,3729.0,28404.494965
10,2015:12:19,07:20:03,1238.0,3709.0,29272.9417869
11,2015:12:19,07:22:03,1218.0,3707.0,37387.0450023
12,2015:12:19,07:24:03,1268.0,3672.0,38366.5879463
13,2015:12:19,07:26:03,1205.0,3624.0,48670.4023093
14,2015:12:19,07:28:02,1145.0,3579.0,61720.9385028
15,2015:12:19,07:30:03,1035.0,3540.0,61285.6337972
16,2015:12:19,07:32:03,1035.0,3556.0,77538.8595996
17,2015:12:19,07:34:03,1046.0,3567.0,78759.6873628
18,2015:12:19,07:36:03,1022.0,3566.0,78818.3014919
19,2015:12:19,07:38:03,1015.0,3542.0,78353.2214627
20,2015:12:19,07:40:03,1014.0,3499.0,78315.8044942
21,2015:12:19,07:42:03,1025.0,3508.0,78753.7511459
22,2015:12:19,07:44:03,1046.0,3503.0,80148.7790023
23,2015:12:19,07:46:03,1091.0,3534.0,100711.570945
24,2015:12:19,07:48:03,1160.0,3561.0,101023.117573
25,2015:12:19,07:50:03,1203.0,3576.0,126511.573048
26,2015:12:19,07:52:03,1204.0,3563.0,127025.655896
27,2015:12:19,07:54:03,1194.0,3526.0,127322.22936
28,2015:12:19,07:56:03,1174.0,3522.0,163119.784152
29,2015:12:19,07:58:03,1164.0,3510.0,163181.646047
30,2015:12:19,08:00:01,1087.0,3688.0,950064.863929
31,2015:12:19,08:02:02,1081.0,3694.0,91637.5340911
32,2015:12:19,08:04:02,1083.0,3689.0,116938.021392
33,2015:12:19,08:06:01,1086.0,3683.0,115264.372379
34,2015:12:19,08:08:02,1089.0,3677.0,116283.7395
35,2015:12:19,08:10:02,1091.0,3670.0,116929.451477
36,2015:12:19,08:12:01,1092.0,3666.0,148733.882836
37,2015:12:19,08:14:01,1093.0,3660.0,150013.8029
38,2015:12:19,08:16:01,1095.0,3653.0,150491.654206
39,2015:12:19,08:18:01,1097.0,3647.0,150415.212759
40,2015:12:19,08:20:01,1098.0,3641.0,148927.61464
41,2015:12:19,08:22:01,1101.0,3634.0,150343.360439
42,2015:12:19,08:24:01,1102.0,3627.0,150644.728485
43,2015:12:19,08:26:02,1107.0,3618.0,151443.50645
44,2015:12:19,08:28:01,1109.0,3611.0,150069.719712
45,2015:12:19,08:30:01,1106.0,3607.0,144027.658105
46,2015:12:19,08:32:01,1110.0,3600.0,150876.34024
47,2015:12:19,08:34:01,1112.0,3593.0,151277.6872
48,2015:12:19,08:36:01,1112.0,3587.0,151371.560724
49,2015:12:19,08:38:02,1115.0,3581.0,151057.331321
50,2015:12:19,08:40:01,1118.0,3575.0,152403.072859
51,2015:12:19,08:42:01,1119.0,3567.0,183699.802109
52,2015:12:19,08:44:02,1122.0,3561.0,150853.569701
53,2015:12:19,08:46:01,1124.0,3554.0,153549.691449
54,2015:12:19,08:48:01,1128.0,3547.0,153204.205756
55,2015:12:19,08:50:01,1128.0,3540.0,152031.565346
56,2015:12:19,08:52:01,1131.0,3534.0,152368.370848
57,2015:12:19,08:54:01,1130.0,3528.0,151771.835022
58,2015:12:19,08:56:01,1131.0,3520.0,179776.117242
59,2015:12:19,08:58:01,1135.0,3512.0,184577.782287
60,2015:12:19,09:00:02,1137.0,3505.0,184316.641869
61,2015:12:19,09:02:01,1138.0,3498.0,186797.726469
62,2015:12:19,09:04:01,1140.0,3493.0,186276.630891
63,2015:12:19,09:06:02,1141.0,3486.0,186680.149782
64,2015:12:19,09:08:01,1144.0,3479.0,186299.822471
65,2015:12:19,09:10:01,1146.0,3472.0,184897.271553
66,2015:12:19,09:12:02,1145.0,3465.0,185832.588171
67,2015:12:19,09:14:02,1149.0,3457.0,185446.283964
68,2015:12:19,09:16:01,1152.0,3448.0,184031.951562
69,2015:12:19,09:18:01,1154.0,3440.0,187024.063751
70,2015:12:19,09:20:02,1155.0,3434.0,183747.093616
71,2015:12:19,09:22:01,1156.0,3428.0,187974.851504
72,2015:12:19,09:24:01,1158.0,3420.0,182059.747191
73,2015:12:19,09:26:01,1159.0,3413.0,186537.437224
74,2015:12:19,09:28:01,1160.0,3406.0,183819.08696
75,2015:12:19,09:30:01,1162.0,3400.0,184548.567693
76,2015:12:19,09:32:02,1165.0,3393.0,181450.389238
77,2015:12:19,09:34:01,1166.0,3384.0,176284.64226
78,2015:12:19,09:36:01,1168.0,3376.0,178975.357898
79,2015:12:19,09:38:01,1168.0,3368.0,178793.266124
80,2015:12:19,09:40:01,1170.0,3362.0,184855.769604
81,2015:12:19,09:42:01,1172.0,3354.0,184404.110678
82,2015:12:19,09:44:01,1174.0,3346.0,181361.010509
83,2015:12:19,09:46:01,1176.0,3338.0,177835.231047
84,2015:12:19,09:48:01,1175.0,3332.0,184420.427064
85,2015:12:19,09:50:01,1182.0,3323.0,219998.234281
86,2015:12:19,09:52:01,1181.0,3312.0,218564.494508
87,2015:12:19,09:54:01,1177.0,3302.0,169467.98478
88,2015:12:19,09:56:02,1187.0,3296.0,224682.335561
89,2015:12:19,09:58:01,1183.0,3292.0,176260.581982
90,2015:12:19,10:00:01,1191.0,3279.0,188088.60362
91,2015:12:19,10:00:22,1191.0,3279.0,184705.412811
92,2015:12:19,10:00:41,1195.0,3278.0,179099.183669
93,2015:12:19,10:01:01,1191.0,3276.0,220304.535125
94,2015:12:19,10:01:21,1193.0,3275.0,223343.739214
95,2015:12:19,10:01:41,1193.0,3274.0,217547.396103
96,2015:12:19,10:02:01,1194.0,3274.0,222150.230058
97,2015:12:19,10:02:21,1189.0,3263.0,218855.556478
98,2015:12:19,10:02:41,1190.0,3275.0,220483.710439
99,2015:12:19,10:03:01,1185.0,3262.0,218279.258258
100,2015:12:19,10:03:21,1191.0,3270.0,225300.398894
101,2015:12:19,10:03:41,1195.0,3265.0,219118.016658
102,2015:12:19,10:04:01,1195.0,3265.0,220933.482883
103,2015:12:19,10:04:21,1191.0,3263.0,165520.911073
104,2015:12:19,10:04:41,1197.0,3265.0,221271.001533
105,2015:12:19,10:05:01,1196.0,3259.0,220047.690639
106,2015:12:19,10:05:21,1193.0,3250.0,220436.474808
107,2015:12:19,10:05:41,1197.0,3261.0,217937.200958
108,2015:12:19,10:06:01,1188.0,3262.0,158090.241967
109,2015:12:19,10:06:21,1185.0,3254.0,151975.482749
110,2015:12:19,10:06:41,1167.0,3284.0,130055.34008
111,2015:12:19,10:07:01,1194.0,3251.0,224349.358281
112,2015:12:19,10:07:21,1182.0,3261.0,139225.579451
113,2015:12:19,10:07:41,1213.5,3256.5,64764.9524556
114,2015:12:19,10:08:01,1245.0,3252.0,87637.5815045
115,2015:12:19,10:08:21,1193.0,3252.0,249174.203659
116,2015:12:19,10:08:41,1196.0,3248.0,262396.599381
117,2015:12:19,10:09:01,1199.0,3253.0,262913.816971
118,2015:12:19,10:09:21,1200.0,3251.0,261188.492228
119,2015:12:19,10:09:41,1197.0,3247.0,165719.778238
120,2015:12:19,10:10:01,1209.0,3238.0,203478.477753
