Sl_No, Date, Time, Sun-X, Sun-Y, Luminance 
0,2015:12:03,08:00:01,1116.0,3702.0,947171.936098
1,2015:12:03,08:02:01,1119.0,3691.0,91053.4982089
2,2015:12:03,08:04:01,1121.0,3683.0,113373.141552
3,2015:12:03,08:06:00,1123.0,3676.0,116848.64325
4,2015:12:03,08:08:01,1125.0,3669.0,115608.724814
5,2015:12:03,08:10:00,1127.0,3662.0,117430.595516
6,2015:12:03,08:12:01,1128.0,3655.0,117940.556446
7,2015:12:03,08:14:01,1131.0,3648.0,143655.247102
8,2015:12:03,08:16:01,1133.0,3641.0,146487.930841
9,2015:12:03,08:18:01,1134.0,3636.0,139089.173586
10,2015:12:03,08:20:01,1135.0,3629.0,144706.161963
11,2015:12:03,08:22:01,1137.0,3621.0,136828.146802
12,2015:12:03,08:24:01,1140.0,3614.0,144351.196512
13,2015:12:03,08:26:01,1142.0,3607.0,143154.1108
14,2015:12:03,08:28:01,1145.0,3600.0,143877.323648
15,2015:12:03,08:30:01,1147.0,3593.0,160296.061044
16,2015:12:03,08:32:01,1148.0,3586.0,161616.412456
17,2015:12:03,08:34:01,1151.0,3577.0,137148.82258
18,2015:12:03,08:36:01,1153.0,3572.0,133155.577803
19,2015:12:03,08:38:01,1155.0,3566.0,160216.899913
20,2015:12:03,08:40:01,1155.0,3561.0,161561.731938
21,2015:12:03,08:42:01,1156.0,3553.0,157450.737742
22,2015:12:03,08:44:00,1157.0,3546.0,160702.196318
23,2015:12:03,08:46:01,1157.0,3538.0,159487.953222
24,2015:12:03,08:48:01,1159.0,3533.0,137431.909844
25,2015:12:03,08:50:01,1160.0,3527.0,159823.829333
26,2015:12:03,08:52:01,1163.0,3519.0,157054.852313
27,2015:12:03,08:54:01,1168.0,3509.0,159726.888802
28,2015:12:03,08:56:01,1170.0,3503.0,160758.282491
29,2015:12:03,08:58:01,1170.0,3496.0,156195.924442
30,2015:12:03,09:00:00,1172.0,3490.0,156216.550309
31,2015:12:03,09:02:01,1173.0,3483.0,165764.119473
32,2015:12:03,09:04:01,1175.0,3475.0,159906.140069
33,2015:12:03,09:06:01,1177.0,3469.0,165454.40476
34,2015:12:03,09:08:02,1179.0,3463.0,168227.873816
35,2015:12:03,09:10:01,1180.0,3456.0,165164.69706
36,2015:12:03,09:12:01,1180.0,3448.0,154709.26248
37,2015:12:03,09:14:01,1182.0,3442.0,155664.802471
38,2015:12:03,09:16:01,1185.0,3433.0,153136.936282
39,2015:12:03,09:18:01,1185.0,3425.0,153978.686198
40,2015:12:03,09:20:01,1188.0,3416.0,166028.447384
41,2015:12:03,09:22:02,1188.0,3411.0,162598.972689
42,2015:12:03,09:24:01,1194.0,3401.0,162755.77672
43,2015:12:03,09:26:01,1190.0,3391.0,167008.926118
44,2015:12:03,09:28:01,1195.0,3390.0,162366.891753
45,2015:12:03,09:30:01,1196.0,3382.0,161589.875611
46,2015:12:03,09:32:01,1197.0,3373.0,158710.761369
47,2015:12:03,09:34:02,1192.0,3352.0,167200.523682
48,2015:12:03,09:36:01,1194.0,3348.0,168386.158931
49,2015:12:03,09:38:01,1203.0,3351.0,159101.768744
50,2015:12:03,09:40:01,1205.0,3341.0,159255.140322
51,2015:12:03,09:42:01,1216.0,3323.0,166301.693649
52,2015:12:03,09:44:01,1210.0,3321.0,154700.195478
53,2015:12:03,09:46:01,1207.0,3314.0,162817.670444
54,2015:12:03,09:48:01,1211.0,3305.0,229457.88918
55,2015:12:03,09:50:01,1214.0,3295.0,182931.157589
