Sl_No, Date, Time, Sun-X, Sun-Y, Luminance 
0,2015:12:04,07:00:03,1185.0,3779.0,22307.5852619
1,2015:12:04,07:02:03,1223.0,3704.0,11960.3711719
2,2015:12:04,07:04:03,1218.0,3683.0,14332.4452671
3,2015:12:04,07:06:03,1195.0,3653.0,19141.5683495
4,2015:12:04,07:08:02,1187.0,3640.0,24056.5428653
5,2015:12:04,07:10:03,1189.0,3639.0,30116.2982261
6,2015:12:04,07:12:03,1205.0,3650.0,29948.87972
7,2015:12:04,07:14:02,1208.0,3639.0,38603.691173
8,2015:12:04,07:16:03,1218.0,3650.0,38371.6388999
9,2015:12:04,07:18:02,1218.0,3640.0,48219.9067524
10,2015:12:04,07:20:03,1223.0,3637.0,48506.3707098
11,2015:12:04,07:22:03,1233.0,3635.0,60715.1348417
12,2015:12:04,07:24:03,1241.0,3636.0,60656.7726133
13,2015:12:04,07:26:03,1250.0,3634.0,60988.9311967
14,2015:12:04,07:28:02,1257.0,3631.0,78618.4563036
15,2015:12:04,07:30:02,1262.0,3633.0,79011.922294
16,2015:12:04,07:32:02,1260.0,3631.0,79351.9257763
17,2015:12:04,07:34:02,1251.0,3633.0,99312.5223253
18,2015:12:04,07:36:03,1238.0,3620.0,100318.516745
19,2015:12:04,07:38:03,1237.0,3630.0,100057.098452
20,2015:12:04,07:40:03,1227.0,3631.0,125229.047311
21,2015:12:04,07:42:02,1223.0,3637.0,125819.984279
22,2015:12:04,07:44:03,1219.0,3632.0,126361.06324
23,2015:12:04,07:46:03,1220.0,3632.0,126686.30289
24,2015:12:04,07:48:03,1202.0,3642.0,126824.429426
25,2015:12:04,07:50:03,1193.0,3622.0,126836.398242
26,2015:12:04,07:52:03,1184.0,3626.0,162374.921493
27,2015:12:04,07:54:02,1181.0,3616.0,162689.446185
28,2015:12:04,07:56:03,1176.0,3608.0,162656.773742
29,2015:12:04,07:58:03,1166.0,3596.0,162763.544539
30,2015:12:04,08:00:01,1122.0,3689.0,859804.315617
31,2015:12:04,08:02:01,1114.0,3684.0,77159.2372633
32,2015:12:04,08:04:01,1115.0,3679.0,99992.8692594
33,2015:12:04,08:06:01,1117.0,3673.0,105699.036776
34,2015:12:04,08:08:01,1120.0,3667.0,104566.865294
35,2015:12:04,08:10:01,1122.0,3662.0,99561.7447538
36,2015:12:04,08:12:01,1123.0,3655.0,105260.879478
37,2015:12:04,08:14:01,1126.0,3646.0,129746.530853
38,2015:12:04,08:16:01,1128.0,3639.0,131126.49525
39,2015:12:04,08:18:01,1129.0,3634.0,130884.269845
40,2015:12:04,08:20:01,1131.0,3627.0,128102.783982
41,2015:12:04,08:22:01,1133.0,3621.0,129359.243684
42,2015:12:04,08:24:01,1135.0,3615.0,129975.267148
43,2015:12:04,08:26:01,1136.0,3608.0,131167.960153
44,2015:12:04,08:28:02,1139.0,3601.0,132108.125724
45,2015:12:04,08:30:01,1141.0,3593.0,132646.209586
46,2015:12:04,08:32:00,1142.0,3586.0,129948.465031
47,2015:12:04,08:34:01,1143.0,3577.0,131130.072967
48,2015:12:04,08:36:01,1146.0,3570.0,131311.856971
49,2015:12:04,08:38:01,1151.0,3564.0,128873.508178
50,2015:12:04,08:40:01,1154.0,3557.0,115256.817349
51,2015:12:04,08:42:01,1155.0,3548.0,116993.964754
52,2015:12:04,08:44:01,1155.0,3542.0,118064.582672
53,2015:12:04,08:46:01,1157.0,3535.0,123316.514862
54,2015:12:04,08:48:01,1159.0,3531.0,121811.643947
55,2015:12:04,08:50:01,1163.0,3526.0,115765.564014
56,2015:12:04,08:52:01,1164.0,3523.0,110879.884203
57,2015:12:04,08:54:01,1160.0,3514.0,105474.183669
58,2015:12:04,08:56:01,1154.0,3503.0,106277.946274
59,2015:12:04,08:58:01,1156.0,3494.0,109734.093712
60,2015:12:04,09:00:01,1162.0,3488.0,115634.6457
61,2015:12:04,09:02:01,1168.0,3481.0,116351.871954
62,2015:12:04,09:04:01,1170.0,3473.0,114963.384992
63,2015:12:04,09:06:01,1173.0,3466.0,149321.030969
64,2015:12:04,09:08:01,1175.0,3459.0,152988.555229
65,2015:12:04,09:10:01,1178.0,3452.0,158278.885976
66,2015:12:04,09:12:02,1178.0,3445.0,163175.381473
67,2015:12:04,09:14:01,1178.0,3435.0,164938.708207
68,2015:12:04,09:16:01,1179.0,3437.0,125805.158236
69,2015:12:04,09:18:01,1189.0,3445.0,95068.3496467
70,2015:12:04,09:20:01,1159.0,3393.0,101675.750393
71,2015:12:04,09:22:01,1185.0,3404.0,140453.853271
72,2015:12:04,09:24:01,1188.0,3399.0,172994.667397
73,2015:12:04,09:26:01,1186.0,3389.0,178437.200444
74,2015:12:04,09:28:00,1193.0,3387.0,217456.274176
75,2015:12:04,09:30:01,1192.0,3380.0,179053.507922
76,2015:12:04,09:32:01,1193.0,3372.0,177560.777111
77,2015:12:04,09:34:01,1193.0,3367.0,173710.8301
78,2015:12:04,09:36:01,1199.0,3357.0,168340.048622
79,2015:12:04,09:38:01,1194.0,3350.0,167927.313817
80,2015:12:04,09:40:01,1199.0,3342.0,168874.650219
81,2015:12:04,09:42:01,1200.0,3334.0,174210.353392
82,2015:12:04,09:44:01,1202.0,3326.0,167108.092433
83,2015:12:04,09:46:01,1203.0,3319.0,177595.240414
84,2015:12:04,09:48:01,1225.0,3306.0,161723.18125
85,2015:12:04,09:50:01,1214.0,3302.0,273239.36124
86,2015:12:04,09:52:01,1215.0,3289.0,276174.849444
87,2015:12:04,09:54:01,1211.0,3280.0,301042.875542
88,2015:12:04,09:56:01,1213.0,3275.0,230564.03355
89,2015:12:04,09:58:00,1215.0,3267.0,272729.334209
90,2015:12:04,10:00:01,1244.0,3273.0,199323.899036
91,2015:12:04,10:00:21,1222.0,3235.0,152356.271975
92,2015:12:04,10:00:41,1220.0,3281.0,154541.198481
93,2015:12:04,10:01:01,1217.0,3257.0,220872.158165
94,2015:12:04,10:01:21,1219.0,3241.0,172795.72085
95,2015:12:04,10:01:41,1236.0,3260.0,171360.748933
96,2015:12:04,10:02:01,1220.0,3251.0,217962.867698
97,2015:12:04,10:02:21,1211.0,3250.0,222820.391972
98,2015:12:04,10:02:41,1212.0,3247.0,240824.069732
99,2015:12:04,10:03:01,1219.0,3243.0,237965.304949
100,2015:12:04,10:03:20,1213.0,3243.0,216334.593586
101,2015:12:04,10:03:41,1204.0,3252.0,138776.684873
102,2015:12:04,10:04:01,1182.0,3264.0,163384.193072
103,2015:12:04,10:04:21,1209.0,3255.0,141106.097471
104,2015:12:04,10:04:41,1215.0,3247.0,148478.64
105,2015:12:04,10:05:01,1221.0,3236.0,232581.598478
106,2015:12:04,10:05:21,1220.0,3234.0,242337.682983
107,2015:12:04,10:05:41,1222.0,3238.0,241682.621287
108,2015:12:04,10:06:02,1222.0,3237.0,236250.406208
109,2015:12:04,10:06:22,1222.0,3236.0,230056.005945
110,2015:12:04,10:06:41,1222.0,3235.0,278338.300289
111,2015:12:04,10:07:02,1223.0,3234.0,280071.269422
112,2015:12:04,10:07:22,1223.0,3232.0,230513.413657
113,2015:12:04,10:07:41,1223.0,3231.0,234162.054738
114,2015:12:04,10:08:01,1224.0,3230.0,231969.438884
115,2015:12:04,10:08:20,1225.0,3228.0,230844.944011
116,2015:12:04,10:08:41,1225.0,3227.0,228844.263417
117,2015:12:04,10:09:01,1226.0,3225.0,229175.850322
118,2015:12:04,10:09:21,1226.0,3223.0,228262.270923
119,2015:12:04,10:09:41,1228.0,3225.0,228094.355406
120,2015:12:04,10:10:01,1227.0,3223.0,221143.991467
121,2015:12:04,10:10:21,1216.0,3219.0,206418.687104
122,2015:12:04,10:10:41,1226.0,3216.0,226519.154187
