Sl_No, Date, Time, Sun-X, Sun-Y, Luminance 
0,2015:12:13,07:00:02,1240.0,3830.0,10261.7512789
1,2015:12:13,07:02:03,1217.0,3817.0,4992.46208911
2,2015:12:13,07:04:02,1243.0,3821.0,7953.10431093
3,2015:12:13,07:06:02,1263.0,3822.0,10318.3414412
4,2015:12:13,07:08:02,1251.0,3811.0,12682.9231297
5,2015:12:13,07:10:03,1205.0,3789.0,17374.3267044
6,2015:12:13,07:12:02,1147.0,3772.0,28088.7178961
7,2015:12:13,07:14:02,1130.0,3756.0,28436.854463
8,2015:12:13,07:16:02,1122.0,3724.0,37733.5001159
9,2015:12:13,07:18:02,1115.0,3728.0,47159.8436058
10,2015:12:13,07:20:02,1112.0,3723.0,59645.7695461
11,2015:12:13,07:22:02,1109.0,3717.0,60284.9680661
12,2015:12:13,07:24:02,1085.0,3704.0,77483.3888732
13,2015:12:13,07:26:02,1078.0,3643.0,96583.5009075
14,2015:12:13,07:28:02,1058.0,3593.0,96808.0950124
15,2015:12:13,07:30:02,1016.0,3535.0,96218.360592
16,2015:12:13,07:32:02,1027.0,3473.0,96296.1314569
17,2015:12:13,07:34:02,1055.0,3492.0,121094.607184
18,2015:12:13,07:36:02,1076.0,3489.0,121595.37031
19,2015:12:13,07:38:02,1086.0,3540.0,121596.049663
20,2015:12:13,07:40:02,1100.0,3655.0,159441.776865
21,2015:12:13,07:42:02,1113.0,3645.0,159574.88669
22,2015:12:13,07:44:02,1102.0,3651.0,159871.819841
23,2015:12:13,07:46:02,1106.0,3674.0,200411.36725
24,2015:12:13,07:48:02,1121.0,3676.0,160561.131668
25,2015:12:13,07:50:02,1118.0,3680.0,160756.609153
26,2015:12:13,07:52:02,1096.0,3679.0,161334.279829
27,2015:12:13,07:54:02,1109.0,3665.0,202524.008114
28,2015:12:13,07:56:02,1124.0,3670.0,202259.65603
29,2015:12:13,07:58:02,1126.0,3685.0,198203.10395
30,2015:12:13,08:00:00,1063.0,3692.0,774106.6276
31,2015:12:13,08:02:01,1081.0,3699.0,71902.8436779
32,2015:12:13,08:04:00,1096.0,3705.0,67003.2687701
33,2015:12:13,08:06:00,1102.0,3696.0,66257.9816889
34,2015:12:13,08:08:00,1098.0,3687.0,67672.0195484
35,2015:12:13,08:10:01,1096.0,3687.0,85974.422416
36,2015:12:13,08:12:00,1091.0,3676.0,86793.1565013
37,2015:12:13,08:14:00,1094.0,3670.0,73850.9305543
38,2015:12:13,08:16:01,1100.0,3658.0,104321.074203
39,2015:12:13,08:18:01,1106.0,3645.0,110792.140864
40,2015:12:13,08:20:00,1110.0,3636.0,152321.885862
41,2015:12:13,08:22:00,1115.0,3628.0,160201.93328
42,2015:12:13,08:24:01,1124.0,3622.0,158623.182944
43,2015:12:13,08:26:00,1135.0,3616.0,210578.979925
44,2015:12:13,08:28:00,1131.0,3613.0,212311.646708
45,2015:12:13,08:30:01,1132.0,3607.0,212061.907967
46,2015:12:13,08:32:01,1136.0,3597.0,209491.190436
47,2015:12:13,08:34:00,1138.0,3588.0,218238.447572
48,2015:12:13,08:36:00,1143.0,3596.0,208130.151564
49,2015:12:13,08:38:00,1142.0,3586.0,206763.049839
50,2015:12:13,08:40:00,1135.0,3572.0,155736.487556
51,2015:12:13,08:42:01,1135.0,3563.0,167422.342851
52,2015:12:13,08:44:00,1140.0,3554.0,158597.760864
53,2015:12:13,08:46:00,1138.0,3547.0,192261.019125
54,2015:12:13,08:48:00,1133.0,3540.0,154422.873058
55,2015:12:13,08:50:00,1136.0,3533.0,180745.961783
56,2015:12:13,08:52:01,1139.0,3527.0,199070.407997
57,2015:12:13,08:54:00,1142.0,3519.0,201600.794417
58,2015:12:13,08:56:01,1141.0,3507.0,186042.452214
59,2015:12:13,08:58:01,1145.0,3495.0,199140.386319
60,2015:12:13,09:00:00,1150.0,3495.0,204244.150444
61,2015:12:13,09:02:01,1145.0,3488.0,191280.018933
62,2015:12:13,09:04:01,1136.0,3459.0,148495.193689
63,2015:12:13,09:06:01,1151.0,3475.0,154969.329049
64,2015:12:13,09:08:01,1153.0,3469.0,187715.379344
65,2015:12:13,09:10:01,1154.0,3460.0,182809.34585
66,2015:12:13,09:12:01,1157.0,3456.0,181941.933572
67,2015:12:13,09:14:02,1157.0,3448.0,187168.747756
68,2015:12:13,09:16:01,1161.0,3438.0,184092.722286
69,2015:12:13,09:18:01,1169.0,3433.0,191545.838281
70,2015:12:13,09:20:01,1164.0,3424.0,187915.210717
71,2015:12:13,09:22:01,1162.0,3418.0,188451.973533
72,2015:12:13,09:24:01,1171.0,3406.0,185234.006839
73,2015:12:13,09:26:01,1168.0,3403.0,203047.244225
74,2015:12:13,09:28:01,1166.0,3396.0,200029.84455
75,2015:12:13,09:30:01,1165.0,3385.0,192096.931872
76,2015:12:13,09:32:01,1170.0,3390.0,193126.992147
77,2015:12:13,09:34:01,1175.0,3374.0,176442.236633
78,2015:12:13,09:36:01,1173.0,3361.0,171251.361906
79,2015:12:13,09:38:01,1178.0,3355.0,181029.754303
80,2015:12:13,09:40:01,1180.0,3347.0,185141.503072
81,2015:12:13,09:42:01,1180.0,3341.0,177128.514089
82,2015:12:13,09:44:01,1164.5,3327.5,83192.5764156
83,2015:12:13,09:46:01,1149.0,3314.0,104198.801782
84,2015:12:13,09:48:01,1165.0,3309.0,117899.003633
85,2015:12:13,09:50:01,1195.0,3306.0,166261.381608
86,2015:12:13,09:52:01,1189.0,3302.0,226514.110745
87,2015:12:13,09:54:01,1188.0,3293.0,217088.50096
88,2015:12:13,09:56:01,1193.0,3293.5,135673.922906
89,2015:12:13,09:58:01,1198.0,3294.0,103851.940796
90,2015:12:13,10:00:01,1197.5,3281.0,78488.0720194
91,2015:12:13,10:00:21,1197.0,3268.0,91983.0737611
92,2015:12:13,10:00:41,1199.0,3263.0,93957.083
93,2015:12:13,10:01:01,1199.30434783,3262.04347826,86860.0909444
94,2015:12:13,10:01:21,1199.60869565,3261.08695652,80144.1564277
95,2015:12:13,10:01:41,1199.91304348,3260.13043478,63353.1936578
96,2015:12:13,10:02:02,1200.2173913,3259.17391304,62875.0704311
97,2015:12:13,10:02:21,1200.52173913,3258.2173913,60070.9983533
98,2015:12:13,10:02:41,1200.82608696,3257.26086957,69981.5821194
99,2015:12:13,10:03:01,1201.13043478,3256.30434783,69450.0656639
100,2015:12:13,10:03:21,1201.43478261,3255.34782609,68050.4914944
101,2015:12:13,10:03:41,1201.73913043,3254.39130435,66383.0337083
102,2015:12:13,10:04:01,1202.04347826,3253.43478261,68021.0912028
103,2015:12:13,10:04:21,1202.34782609,3252.47826087,67146.9519389
104,2015:12:13,10:04:41,1202.65217391,3251.52173913,67512.7418417
105,2015:12:13,10:05:01,1202.95652174,3250.56521739,62937.3503278
106,2015:12:13,10:05:21,1203.26086957,3249.60869565,64165.0259111
107,2015:12:13,10:05:41,1203.56521739,3248.65217391,61139.40615
108,2015:12:13,10:06:01,1203.86956522,3247.69565217,63917.8696528
109,2015:12:13,10:06:21,1204.17391304,3246.73913043,53257.1455644
110,2015:12:13,10:06:41,1204.47826087,3245.7826087,54063.0886622
111,2015:12:13,10:07:01,1204.7826087,3244.82608696,53186.3254667
112,2015:12:13,10:07:21,1205.08695652,3243.86956522,54444.091
113,2015:12:13,10:07:41,1205.39130435,3242.91304348,54361.3487911
114,2015:12:13,10:08:01,1205.69565217,3241.95652174,54253.7908267
115,2015:12:13,10:08:21,1206.0,3241.0,55943.22414
116,2015:12:13,10:08:41,1202.66666667,3240.33333333,57644.2911844
117,2015:12:13,10:09:01,1199.33333333,3239.66666667,58128.7480378
118,2015:12:13,10:09:22,1196.0,3239.0,57752.8557756
119,2015:12:13,10:09:41,1200.16666667,3239.0,59962.5140933
120,2015:12:13,10:10:02,1204.33333333,3239.0,58713.1044133
121,2015:12:13,10:10:21,1208.5,3239.0,57912.4051267
122,2015:12:13,10:10:41,1212.66666667,3239.0,58720.1274222
123,2015:12:13,10:11:01,1216.83333333,3239.0,56542.1314067
124,2015:12:13,10:11:21,1221.0,3239.0,56979.0257933
125,2015:12:13,10:11:41,1210.0,3225.0,60354.9869378
126,2015:12:13,10:12:01,1203.0,3215.0,59777.5832556
127,2015:12:13,10:12:21,1203.0,3217.0,59255.1057622
128,2015:12:13,10:12:41,1203.0,3219.0,59604.2933245
129,2015:12:13,10:13:01,1203.0,3221.0,60019.9195267
130,2015:12:13,10:13:21,1203.0,3218.0,58326.02972
131,2015:12:13,10:13:41,1203.8,3216.6,58090.0497089
132,2015:12:13,10:14:01,1204.6,3215.2,56023.4665489
133,2015:12:13,10:14:21,1205.4,3213.8,60805.9914356
134,2015:12:13,10:14:41,1206.2,3212.4,62325.1908822
135,2015:12:13,10:15:00,1207.0,3211.0,65204.2624289
136,2015:12:13,10:15:20,1208.0,3214.0,67366.9772156
137,2015:12:13,10:15:40,1202.0,3207.0,70315.8930311
138,2015:12:13,10:16:02,1197.0,3200.0,70420.5924378
139,2015:12:13,10:16:21,1203.0,3203.0,70955.0390089
