Date, Time, Luminance, SolarRadiation, ClearSkyRadiation 
2015-12-02,08-20-02,148028.653411,259.0,250.972174305
2015-12-02,08-22-01,161264.279158,299.0,258.551255148
2015-12-02,08-24-01,163770.020329,302.0,266.221199485
2015-12-02,08-26-01,153762.020736,267.0,273.916230188
2015-12-02,08-28-01,123412.830603,262.0,281.634184014
2015-12-02,08-30-01,150581.288467,265.0,289.372929472
2015-12-02,08-32-01,128989.988363,267.0,297.130380409
2015-12-02,08-34-01,127357.544279,251.0,304.904483824
2015-12-02,08-36-01,125109.124443,221.0,312.69322076
2015-12-02,08-38-02,116342.21256,206.0,320.559666205
2015-12-02,08-40-02,118304.941232,202.0,328.371822945
2015-12-02,08-42-01,113637.214091,199.0,336.127525177
2015-12-02,08-44-02,111460.859115,197.0,344.020490715
2015-12-02,08-46-01,109290.189858,188.0,351.78794797
2015-12-02,08-48-01,109408.040686,185.0,359.623816665
2015-12-02,08-50-01,113999.539436,193.0,367.461028128
2015-12-02,08-52-01,119425.710763,199.0,375.297784727
2015-12-02,08-54-01,118522.043522,197.0,383.132320765
2015-12-02,08-56-02,110430.06965,197.0,391.028124052
2015-12-02,08-58-02,110979.433573,200.0,398.852951842
2015-12-02,09-00-02,120171.730073,225.0,406.670379747
2015-12-02,09-02-01,126321.993902,244.0,414.413694021
2015-12-02,09-04-00,128193.410133,236.0,422.146466191
2015-12-02,09-06-01,160128.5696,248.0,429.996736225
2015-12-02,09-08-00,155156.89566,290.0,437.703395522
2015-12-02,09-10-00,165625.780282,287.0,445.459311887
2015-12-02,09-12-00,159522.700793,313.0,453.198084744
2015-12-02,09-14-01,196959.3988,332.0,460.982407582
2015-12-02,09-16-00,160116.287353,274.0,468.617979609
2015-12-02,09-18-00,202003.562356,374.0,476.29604038
2015-12-02,09-20-00,157931.794198,352.0,483.950826871
2015-12-02,09-22-00,159698.643478,313.0,491.580854915
2015-12-02,09-24-00,196894.845761,391.0,499.1846554
2015-12-02,09-26-00,204562.810217,455.0,506.76077922
2015-12-02,09-28-00,167864.232662,359.0,514.307786935
2015-12-02,09-30-01,200027.639453,477.0,521.886768607
2015-12-02,09-32-00,201543.242108,512.0,529.30880976
2015-12-02,09-34-00,206295.413428,538.0,536.760041274
2015-12-02,09-36-01,205737.810233,552.0,544.238248999
2015-12-02,09-38-01,246344.87067,552.0,551.618462614
2015-12-02,09-40-01,244550.533401,548.0,558.961300815
2015-12-02,09-42-00,247641.863211,518.0,566.204742712
2015-12-02,09-44-00,198608.382411,552.0,573.469234811
2015-12-02,09-46-00,196428.841494,599.0,580.692461072
2015-12-02,09-48-00,193843.211231,564.0,587.873156177
2015-12-02,09-50-00,243285.126044,561.0,595.010063846
2015-12-02,09-52-00,234356.188686,512.0,602.101951369
2015-12-02,09-54-01,143087.702556,398.0,609.206115614
2015-12-02,09-56-00,70330.77602,251.0,616.145806698
2015-12-02,09-58-00,162370.607931,281.0,623.095385558
2015-12-02,10-00-00,106874.156658,270.0,629.995166346
2015-12-02,10-01-01,100047.3689,258.0,633.483095456
2015-12-02,10-02-01,89903.1707622,253.0,636.900853572
2015-12-02,10-03-00,76721.6391267,246.0,640.248948993
2015-12-02,10-04-01,61955.4408067,239.0,643.697154348
2015-12-02,10-05-00,50849.5368089,228.0,647.019222462
2015-12-02,10-06-00,45962.2451689,227.0,650.384266278
2015-12-02,10-07-01,43319.63276,223.0,653.791472646
2015-12-02,10-08-00,38809.82046,221.0,657.073480144
2015-12-02,10-09-01,40051.1276289,218.0,660.452657985
2015-12-02,10-10-00,40192.2707711,214.0,663.707292609
2015-12-02,10-11-00,41173.88496,209.0,667.00308575
2015-12-02,10-12-00,47423.7715556,207.0,670.284627307
2015-12-02,10-13-01,55206.9201022,207.0,673.606115612
2015-12-02,10-14-00,59016.0375556,209.0,676.80443106
2015-12-02,10-15-00,59599.6327044,209.0,680.042433535
2015-12-02,10-16-00,59385.3804911,211.0,683.265665005
2015-12-02,10-17-01,63011.2736067,216.0,686.527343192
2015-12-02,10-19-01,73438.9231267,227.0,692.898305923
2015-12-02,10-20-00,74792.4672889,232.0,696.008351201
2015-12-02,10-22-00,74329.3504689,241.0,702.287809057
2015-12-02,10-24-00,55105.6561755,255.0,708.504710565
2015-12-02,10-26-00,48051.7310511,260.0,714.658096414
2015-12-02,10-28-00,48747.9257944,264.0,720.747030594
2015-12-02,10-30-00,49039.6502583,267.0,726.770592009
2015-12-02,10-32-01,57077.9074083,272.0,732.777239528
2015-12-02,10-34-00,82393.1023945,279.0,738.617999983
2015-12-02,10-36-00,89712.9174111,297.0,744.440088455
2015-12-02,10-38-00,97067.9910911,302.0,750.193292169
2015-12-02,10-40-00,107411.892897,306.0,755.876776669
2015-12-02,10-42-00,128408.067139,316.0,761.489725135
2015-12-02,10-44-00,116825.711889,320.0,767.031338465
2015-12-02,10-46-00,144813.311456,321.0,772.500835371
2015-12-02,10-48-00,116371.600231,316.0,777.897454318
2015-12-02,10-50-00,145144.401608,304.0,783.220446382
2015-12-02,10-52-01,147622.730114,323.0,788.512510274
2015-12-02,10-54-00,113496.728089,308.0,793.642664993
2015-12-02,10-56-00,94057.8234578,279.0,798.740493849
2015-12-02,10-58-00,78085.5898067,266.0,803.761897355
2015-12-02,11-00-00,84581.0941695,267.0,808.70622381
2015-12-02,11-02-01,67840.5541139,262.0,813.613065147
2015-12-02,11-04-01,63419.3676467,275.0,818.400696899
2015-12-02,11-06-00,57487.0673689,279.0,823.07048786
2015-12-02,11-08-01,53201.7272,276.0,827.738595526
2015-12-02,11-10-01,63334.9860222,297.0,832.287724389
2015-12-02,11-12-00,72465.4378833,322.0,836.719344826
2015-12-02,11-14-01,79674.0215028,339.0,841.143645746
2015-12-02,11-16-01,91209.28365,361.0,845.449417441
2015-12-02,11-18-01,96841.2320278,378.0,849.673081695
2015-12-02,11-20-01,127573.838948,396.0,853.814178233
2015-12-02,11-22-01,141220.30918,424.0,857.872262235
2015-12-02,11-24-01,155543.696256,508.0,861.846912745
2015-12-02,11-26-01,141340.969685,446.0,865.737727101
2015-12-02,11-28-01,139451.316011,454.0,869.544323642
2015-12-02,11-30-01,152498.547883,482.0,873.266336627
2015-12-02,11-32-01,144654.68501,462.0,876.903423891
2015-12-02,11-34-01,138059.776398,471.0,880.455261682
2015-12-02,11-36-00,148471.923762,471.0,883.893014647
2015-12-02,11-38-01,173327.534677,478.0,887.301992011
2015-12-02,11-40-01,131496.977337,445.0,890.596334956
2015-12-02,11-42-01,139319.375609,459.0,893.80433007
2015-12-02,11-44-01,220774.535868,483.0,896.92574866
2015-12-02,11-46-01,334765.253494,874.0,899.960384238
2015-12-02,11-48-01,274445.078622,937.0,902.908047969
2015-12-02,11-50-01,287470.578258,758.0,905.768570435
2015-12-02,11-52-00,464004.599061,1130.0,908.519047532
2015-12-02,11-54-01,451542.95104,1081.0,911.227595628
2015-12-02,11-56-01,368277.276778,1079.0,913.825847802
2015-12-02,11-58-01,126915.159662,446.0,916.336453811
2015-12-02,12-00-01,342921.000944,782.0,918.759329872
2015-12-02,12-01-00,289444.922636,782.0,919.918385374
2015-12-02,12-02-00,355967.6834,782.0,921.075312044
2015-12-02,12-03-01,345375.963861,782.0,922.229005757
2015-12-02,12-04-01,270624.971311,782.0,923.34163613
2015-12-02,12-05-00,354758.524333,782.0,924.414295827
2015-12-02,12-06-01,250825.025591,782.0,925.500974472
2015-12-02,12-07-01,294885.666356,624.0,926.547677081
2015-12-02,12-08-01,269306.179849,775.0,927.572399266
2015-12-02,12-09-00,243577.287982,861.0,928.558607858
2015-12-02,12-10-01,370815.593767,954.0,929.555898947
2015-12-02,12-11-00,333818.566039,954.0,930.498877165
2015-12-02,12-12-01,333871.36135,954.0,931.451474052
2015-12-02,12-13-01,328025.846683,954.0,932.366293751
2015-12-02,12-14-01,233273.659104,455.0,933.259136908
2015-12-02,12-15-01,112812.086361,397.0,934.130007201
2015-12-02,12-16-00,55736.5956373,406.0,934.964939428
2015-12-02,12-17-00,259389.382733,406.0,935.792242052
2015-12-02,12-18-01,246763.114805,406.0,936.610819931
2015-12-02,12-19-01,64329.1874195,406.0,937.393840384
2015-12-02,12-20-01,52389.5831305,347.0,938.154911248
2015-12-02,12-22-00,286311.15704,944.0,939.599455251
2015-12-02,12-24-00,349903.0312,944.0,940.968781821
2015-12-02,12-26-00,274100.46684,1048.0,942.25044385
2015-12-02,12-28-00,55417.5535573,352.0,943.444501193
2015-12-02,12-30-01,47146.4464805,297.0,944.559870763
2015-12-02,12-32-01,101365.4471,340.0,945.578181687
2015-12-02,12-34-00,215898.818684,515.0,946.501684606
2015-12-02,12-36-01,161693.557528,552.0,947.352632671
2015-12-02,12-38-01,58493.2325889,299.0,948.108897379
2015-12-02,12-40-00,106058.749944,308.0,948.772718749
2015-12-02,12-42-01,203007.333042,311.0,949.359795948
2015-12-02,12-44-00,285849.444253,609.0,949.850770185
2015-12-02,12-46-01,190052.029422,673.0,950.262188533
2015-12-02,12-48-00,110242.430789,343.0,950.580486965
2015-12-02,12-50-00,233878.898948,578.0,950.814807197
2015-12-02,12-52-01,266555.338884,608.0,950.962996353
2015-12-02,12-54-01,263323.26524,591.0,951.022619276
2015-12-02,12-56-00,214928.714848,575.0,950.995856317
2015-12-02,12-58-00,294593.8598,856.0,950.882255376
2015-12-02,13-00-01,363840.354861,895.0,950.679631312
2015-12-02,13-02-02,357749.591944,863.0,950.388546424
2015-12-02,13-04-01,286230.360342,819.0,950.015966859
2015-12-02,13-06-01,355580.367067,844.0,949.553554206
2015-12-02,13-08-01,357364.698756,886.0,949.00403623
2015-12-02,13-10-01,294156.385942,846.0,948.367366367
2015-12-02,13-12-01,235781.710468,636.0,947.643492475
2015-12-02,13-14-01,283548.891,557.0,946.832358694
2015-12-02,13-16-01,273810.037333,554.0,945.933904935
2015-12-02,13-18-02,229055.85499,624.0,944.939486278
2015-12-02,13-20-02,340939.990244,712.0,943.865475072
2015-12-02,13-22-01,345275.813144,803.0,942.71399376
2015-12-02,13-24-02,325989.906889,719.0,941.454856688
2015-12-02,13-26-01,336171.736211,777.0,940.129627041
2015-12-02,13-28-01,277221.039631,714.0,938.705933447
2015-12-02,13-30-02,317923.79835,703.0,937.181528674
2015-12-02,13-32-01,219468.857664,640.0,935.59525825
2015-12-02,13-34-02,215295.125333,643.0,933.893758274
2015-12-02,13-36-01,246717.761,571.0,932.133244601
2015-12-02,13-38-01,237605.825262,543.0,930.270407733
2015-12-02,13-40-01,234394.653173,534.0,928.319660522
2015-12-02,13-42-01,226635.73728,515.0,926.280998684
2015-12-02,13-44-01,189637.738119,512.0,924.154428975
2015-12-02,13-46-01,192970.601163,510.0,921.939972956
2015-12-02,13-48-01,244259.659413,578.0,919.637663534
2015-12-02,13-50-01,235900.273124,585.0,917.247548544
2015-12-02,13-52-02,187193.33493,517.0,914.748672777
2015-12-02,13-54-02,181303.5968,493.0,912.182420371
2015-12-02,13-56-01,178095.271513,473.0,909.551076423
2015-12-02,13-58-01,193097.874439,483.0,906.810524724
2015-12-02,14-00-01,205079.331854,512.0,903.982643722
2015-12-02,14-01-01,200624.895186,538.0,902.535999342
2015-12-02,14-02-02,209171.13067,512.0,901.042920664
2015-12-02,14-03-02,209775.400309,496.0,899.552382205
2015-12-02,14-04-01,218090.76693,519.0,898.065493396
2015-12-02,14-05-01,223170.720971,531.0,896.531873523
2015-12-02,14-06-01,229443.377892,575.0,894.976569518
2015-12-02,14-07-02,227912.98816,538.0,893.373140143
2015-12-02,14-08-01,294764.101791,538.0,891.801010092
2015-12-02,14-09-01,289442.059542,691.0,890.18080965
2015-12-02,14-10-01,287636.210836,657.0,888.539034032
2015-12-02,14-11-02,210873.661394,459.0,886.84780951
2015-12-02,14-12-01,181122.126251,448.0,885.190880387
2015-12-02,14-13-01,160470.898464,424.0,883.484566937
2015-12-02,14-14-00,127870.827364,406.0,881.785778853
2015-12-02,14-15-02,96756.2157262,397.0,879.978302262
2015-12-02,14-16-01,85972.9397191,392.0,878.237093011
2015-12-02,14-17-01,65494.5128917,385.0,876.445212335
2015-12-02,14-18-01,58850.4842389,378.0,874.632034282
2015-12-02,14-19-02,56840.7395472,376.0,872.766844211
2015-12-02,14-20-01,53813.1337472,373.0,870.941946906
2015-12-02,14-22-01,56989.0913,369.0,867.167169917
2015-12-02,14-24-01,59872.9662222,359.0,863.308058366
2015-12-02,14-26-01,58615.5663417,343.0,859.364988247
2015-12-02,14-28-02,48706.2795528,330.0,855.304450274
2015-12-02,14-30-01,48376.2976417,320.0,851.228573545
2015-12-02,14-32-01,47549.8984944,318.0,847.036080878
2015-12-02,14-34-01,40557.37814,318.0,842.761330677
2015-12-02,14-36-01,47080.8720389,320.0,838.40479724
2015-12-02,14-38-01,48166.1705333,322.0,833.966974398
2015-12-02,14-40-01,46673.2377972,320.0,829.448375386
2015-12-02,14-42-01,52462.7012722,318.0,824.84953124
2015-12-02,14-44-02,53381.6909222,316.0,820.131676085
2015-12-02,14-46-01,56967.2372333,319.0,815.413341784
2015-12-02,14-48-01,63392.696575,323.0,810.577155986
2015-12-02,14-50-01,74068.3001473,327.0,805.663046833
2015-12-02,14-52-02,79720.1064139,331.0,800.629727751
2015-12-02,14-54-01,73081.0759111,329.0,795.603596843
2015-12-02,14-56-01,68362.5214111,327.0,790.459566157
2015-12-02,14-58-01,58171.4326806,326.0,785.240237144
2015-12-02,15-00-01,50168.4423861,325.0,779.946311925
2015-12-02,15-02-01,48445.2229417,323.0,774.578510911
2015-12-02,15-04-02,45770.5550222,323.0,769.091924794
2015-12-02,15-06-01,39544.4129356,323.0,763.624252113
2015-12-02,15-08-01,47322.2534244,323.0,758.039327454
2015-12-02,15-10-02,78150.7711,323.0,752.336163233
2015-12-02,15-12-01,81644.54402,325.0,746.657848093
2015-12-02,15-14-01,103215.294892,315.0,740.862929522
2015-12-02,15-16-01,79237.9956245,273.0,734.999682952
2015-12-02,15-18-01,74594.3921689,246.0,729.068969297
2015-12-02,15-20-01,69875.7235467,234.0,723.071668754
2015-12-02,15-22-01,81328.8604022,228.0,717.008678738
2015-12-02,15-24-01,74621.8456911,202.0,710.880913859
2015-12-02,15-26-01,48002.9672519,153.0,704.689305767
2015-12-02,15-28-01,21876.7605111,88.0,698.434801008
2015-12-02,15-30-01,18480.7100453,67.0,692.118369332
2015-12-02,15-32-01,8979.57432889,56.0,685.740991017
2015-12-02,15-34-01,3698.5285824,46.0,679.303665204
2015-12-02,15-36-01,3658.72083889,46.0,672.807405498
2015-12-02,15-38-01,5715.25447733,54.0,666.253248702
2015-12-02,15-40-01,7180.90476178,65.0,659.642241632
2015-12-02,15-42-01,6680.66870222,76.0,652.975449766
2015-12-02,15-44-01,5563.82333333,76.0,646.253955037
2015-12-02,15-46-01,4249.49010045,69.0,639.478855773
2015-12-02,15-48-01,4945.50884445,65.0,632.651266674
2015-12-02,15-50-01,4814.57116533,70.0,625.77231645
2015-12-02,15-52-01,5347.94903822,81.0,618.843157015
2015-12-02,15-54-01,8273.74791111,76.0,611.864949666
2015-12-02,15-56-01,8558.14587556,63.0,604.838874227
2015-12-02,15-58-01,6827.31170631,39.0,597.766124397
2015-12-02,16-00-01,3348.05689209,26.0,590.647917252
2015-12-02,16-01-01,2915.78891378,23.0,587.072149582
2015-12-02,16-02-01,2056.86342139,18.0,583.485478968
2015-12-02,16-03-00,1753.14562933,14.0,579.948105379
2015-12-02,16-04-01,1675.76625636,11.0,576.280054371
2015-12-02,16-05-01,1609.23400627,9.0,572.661615644
2015-12-02,16-06-02,1720.711844,9.0,568.972340203
2015-12-02,16-07-02,1825.47535347,9.0,565.333347228
2015-12-02,16-08-01,1735.23822827,9.0,561.745306793
2015-12-02,16-09-01,1574.69909693,9.0,558.086743637
2015-12-02,16-10-01,1458.23573307,9.0,554.41855493
2015-12-02,16-11-01,1512.11629307,11.0,550.740904955
2015-12-02,16-12-01,2065.77005493,11.0,547.053956537
2015-12-02,16-13-01,1976.5932528,11.0,543.357880955
2015-12-02,16-14-01,1880.63510382,12.0,539.652843109
2015-12-02,16-15-02,1814.80210756,12.0,535.877040983
2015-12-02,16-16-01,1855.5329568,11.0,532.216555221
2015-12-02,16-17-01,2009.70786733,11.0,528.485645094
2015-12-02,16-18-01,1899.70986711,9.0,524.74645252
2015-12-02,16-19-01,1773.93103964,9.0,520.999150068
2015-12-02,16-20-01,2056.50662027,9.0,517.243908808
2015-12-02,16-22-01,2426.19016089,9.0,509.710322224
2015-12-02,16-24-02,2392.87371213,9.0,502.083953263
2015-12-02,16-26-01,3016.37047342,9.0,494.555670015
2015-12-02,16-28-01,2997.27419573,11.0,486.937475688
2015-12-02,16-30-01,3389.70011,11.0,479.293978888
2015-12-02,16-32-01,3181.45733556,11.0,471.62665875
2015-12-02,16-34-01,3096.52073582,11.0,463.937009584
2015-12-02,16-36-01,3231.47252107,11.0,456.226551408
2015-12-02,16-38-01,3174.79634418,11.0,448.496814705
2015-12-02,16-40-01,3363.17402649,11.0,440.749351048
2015-12-02,16-42-01,2967.44118418,11.0,432.985730765
2015-12-02,16-44-01,3019.53016569,9.0,425.207540701
2015-12-02,16-46-01,2390.94119133,9.0,417.416394984
2015-12-02,16-48-00,2929.59602773,9.0,409.678982357
2015-12-02,16-50-01,3057.30323467,9.0,401.80176407
2015-12-02,16-52-01,3247.79643093,11.0,393.981597617
2015-12-02,16-54-01,2995.00644942,11.0,386.155111373
2015-12-02,16-56-01,3280.642432,11.0,378.32401805
2015-12-02,16-58-01,3559.93828924,11.0,370.490050072
2015-12-02,17-00-01,4622.34721867,11.0,362.654970731
2015-12-02,17-02-01,4793.85648933,11.0,354.820559083
2015-12-02,17-04-01,5107.50192911,12.0,346.988621264
2015-12-02,17-06-01,5308.27382933,12.0,339.160985982
2015-12-02,17-08-01,7134.72576111,14.0,331.339515992
2015-12-02,17-10-01,9179.83440222,16.0,323.526093236
2015-12-02,17-12-01,12332.5030533,18.0,315.722630415
2015-12-02,17-14-01,11131.6753422,16.0,307.931069519
2015-12-02,17-16-01,8531.80528689,16.0,300.153383054
2015-12-02,17-18-01,8292.77843111,16.0,292.391575422
2015-12-02,17-20-01,6523.50610933,14.0,284.647681792
2015-12-02,17-22-01,5428.07320089,14.0,276.923780072
2015-12-02,17-24-01,4747.43519422,14.0,269.221977137
2015-12-02,17-26-01,4377.96377244,14.0,261.544421132
2015-12-02,17-28-01,3844.38893867,12.0,253.893298396
2015-12-02,17-30-01,3591.11274089,12.0,246.270846115
2015-12-02,17-32-01,3134.33408911,12.0,238.679339376
2015-12-02,17-34-01,2702.33174133,12.0,231.121104324
2015-12-02,17-36-00,2562.43817333,12.0,223.661052571
2015-12-02,17-38-01,2104.77426258,12.0,216.114014911
2015-12-02,17-40-01,1956.13012427,11.0,208.670084536
2015-12-03,08-20-01,144706.161963,234.0,249.118677201
2015-12-03,08-22-01,136828.146802,246.0,256.747248847
2015-12-03,08-24-01,144351.196512,253.0,264.403535359
2015-12-03,08-26-01,143154.1108,260.0,272.08532309
2015-12-03,08-28-01,143877.323648,269.0,279.790443185
2015-12-03,08-30-01,160296.061044,272.0,287.516758928
2015-12-03,08-32-01,161616.412456,281.0,295.262179303
2015-12-03,08-34-01,137148.82258,292.0,303.024646718
2015-12-03,08-36-01,133155.577803,302.0,310.802137941
2015-12-03,08-38-01,160216.899913,311.0,318.592662515
2015-12-03,08-40-01,161561.731938,316.0,326.39426131
2015-12-03,08-42-01,157450.737742,325.0,334.205007885
2015-12-03,08-44-00,160702.196318,331.0,341.957822417
2015-12-03,08-46-01,159487.953222,336.0,349.846358008
2015-12-03,08-48-01,137431.909844,343.0,357.673245873
2015-12-03,08-50-01,159823.829333,341.0,365.50184295
2015-12-03,08-52-01,157054.852313,343.0,373.330348896
2015-12-03,08-54-01,159726.888802,357.0,381.156995377
2015-12-03,08-56-01,160758.282491,367.0,388.980034834
2015-12-03,08-58-01,156195.924442,371.0,396.797742456
2015-12-03,09-00-00,156216.550309,366.0,404.54336065
2015-12-03,09-02-01,165764.119473,375.0,412.410372977
2015-12-03,09-04-01,159906.140069,394.0,420.201957238
2015-12-03,09-06-01,165454.40476,401.0,427.981523517
2015-12-03,09-08-02,168227.873816,412.0,435.812108966
2015-12-03,09-10-01,165164.69706,425.0,443.49815197
2015-12-03,09-12-01,154709.26248,432.0,451.232033979
2015-12-03,09-14-01,155664.802471,438.0,458.947542207
2015-12-03,09-16-01,153136.936282,445.0,466.643128715
2015-12-03,09-18-01,153978.686198,448.0,474.317271764
2015-12-03,09-20-01,166028.447384,452.0,481.968465114
2015-12-03,09-22-02,162598.972689,469.0,489.65867216
2015-12-03,09-24-01,162755.77672,471.0,497.196067164
2015-12-03,09-26-01,167008.926118,482.0,504.769552029
2015-12-03,09-28-01,162366.891753,487.0,512.314241721
2015-12-03,09-30-01,161589.875611,489.0,519.828712454
2015-12-03,09-32-01,158710.761369,476.0,527.311565026
2015-12-03,09-34-02,167200.523682,487.0,534.823353822
2015-12-03,09-36-01,168386.158931,454.0,542.176895531
2015-12-03,09-38-01,159101.768744,512.0,549.556651413
2015-12-03,09-40-01,159255.140322,513.0,556.899349857
2015-12-03,09-42-01,166301.693649,524.0,564.203672462
2015-12-03,09-44-01,154700.195478,564.0,571.468317303
2015-12-03,09-46-01,162817.670444,575.0,578.691998777
2015-12-03,09-48-01,229457.88918,571.0,585.873447648
2015-12-03,09-50-01,182931.157589,656.0,593.011413345
2015-12-03,09-52-01,178458.415908,606.0,600.104654396
2015-12-03,09-54-01,275169.058889,682.0,607.151952795
2015-12-03,09-56-01,217664.655296,640.0,614.152104353
2015-12-03,09-58-01,219711.415083,649.0,621.103923489
2015-12-03,10-00-01,225324.984455,607.0,628.006233846
2015-12-03,10-01-01,191707.282533,666.0,631.438462405
2015-12-03,10-02-01,221738.898172,701.0,634.857882357
2015-12-03,10-03-02,247232.718742,719.0,638.321015469
2015-12-03,10-04-01,254411.469658,722.0,641.657729907
2015-12-03,10-05-02,276884.874902,733.0,645.0940994
2015-12-03,10-06-01,269244.895244,758.0,648.404653692
2015-12-03,10-07-01,167507.164972,359.0,651.757922765
2015-12-03,10-08-01,300384.129213,359.0,655.097547251
2015-12-03,10-09-02,297883.825787,359.0,658.478706553
2015-12-03,10-10-01,257041.688693,359.0,661.735320495
2015-12-03,10-11-01,212300.991602,726.0,665.033200832
2015-12-03,10-12-01,282804.49648,733.0,668.316901958
2015-12-03,10-13-00,284896.809293,731.0,671.531916361
2015-12-03,10-14-01,230211.497902,749.0,674.84123005
2015-12-03,10-15-01,243097.910062,749.0,678.081599057
2015-12-03,10-16-01,254183.233052,749.0,681.307266314
2015-12-03,10-17-01,240327.25045,749.0,684.518104341
2015-12-03,10-18-01,214968.930542,693.0,687.713986682
2015-12-03,10-19-02,223320.85403,675.0,690.947672516
2015-12-03,10-20-01,218608.977824,682.0,694.060385836
2015-12-03,10-22-01,222958.281262,694.0,700.345468777
2015-12-03,10-24-01,190201.263169,693.0,706.568263714
2015-12-03,10-26-01,153431.953807,694.0,712.727813548
2015-12-03,10-28-01,163737.7529,218.0,718.823178125
2015-12-03,10-30-01,84497.6966187,224.0,724.853434311
2015-12-03,10-32-01,245050.30037,719.0,730.817676049
2015-12-03,10-34-01,196735.852597,701.0,736.715016465
2015-12-03,10-36-01,170524.658906,668.0,742.544579995
2015-12-03,10-38-01,148390.056171,668.0,748.305514451
2015-12-03,10-40-01,143541.977667,686.0,753.996983082
2015-12-03,10-42-01,182238.665081,701.0,759.618166711
2015-12-03,10-44-01,150175.582362,700.0,765.168265701
2015-12-03,10-46-01,180309.247033,703.0,770.646492575
2015-12-03,10-48-01,172691.708453,740.0,776.052083368
2015-12-03,10-50-01,207051.517242,766.0,781.384290195
2015-12-03,10-52-01,287129.03176,766.0,786.642383282
2015-12-03,10-54-01,230569.57909,766.0,791.825651048
2015-12-03,10-56-01,100794.876409,236.0,796.933400207
2015-12-03,10-58-01,180245.074783,227.0,801.964957582
2015-12-03,11-00-01,81141.4538111,241.0,806.91966346
2015-12-03,11-02-01,38014.3480489,221.0,811.796881833
2015-12-03,11-04-01,127791.377664,248.0,816.595993745
2015-12-03,11-06-01,112060.644222,248.0,821.316400644
2015-12-03,11-08-01,97299.8492833,269.0,825.957518186
2015-12-03,11-10-01,294721.124689,271.0,830.518785837
2015-12-03,11-12-01,265981.682942,851.0,834.999660595
2015-12-03,11-14-02,226387.901746,902.0,839.435943442
2015-12-03,11-16-01,217418.505643,851.0,843.718155728
2015-12-03,11-18-01,235047.649689,863.0,847.954786576
2015-12-03,11-20-01,214474.103307,849.0,852.109047025
2015-12-03,11-22-01,102926.666753,861.0,856.180488188
2015-12-03,11-24-01,41481.1040155,206.0,860.168684948
2015-12-03,11-26-01,76781.5396,225.0,864.073230362
2015-12-03,11-28-01,78567.1045067,236.0,867.893738395
2015-12-03,11-30-01,233022.780999,239.0,871.629838784
2015-12-03,11-32-01,280160.458609,918.0,875.281184752
2015-12-03,11-34-01,161562.905714,339.0,878.847447814
2015-12-03,11-36-01,211401.799406,285.0,882.328319014
2015-12-03,11-38-01,66533.7800911,237.0,885.723508854
2015-12-03,11-40-01,98296.5319361,255.0,889.03274718
2015-12-03,11-42-01,207635.027179,860.0,892.255784129
2015-12-03,11-44-01,209993.628324,865.0,895.39238568
2015-12-03,11-46-01,210213.296487,840.0,898.442339917
2015-12-03,11-48-01,125255.021008,853.0,901.405452475
2015-12-03,11-50-01,152573.478653,190.0,904.281548291
2015-12-03,11-52-01,212898.778592,856.0,907.070467462
2015-12-03,11-54-01,84750.9016689,856.0,909.7720707
2015-12-03,11-56-01,128058.199431,221.0,912.38623501
2015-12-03,11-58-01,220457.121127,823.0,914.912854237
2015-12-03,12-00-01,236129.868946,830.0,917.351838556
2015-12-03,12-01-01,129311.809284,830.0,918.53844388
2015-12-03,12-02-01,219533.1849,830.0,919.703113903
2015-12-03,12-03-01,210946.21322,838.0,920.845841734
2015-12-03,12-04-01,268927.334516,879.0,921.966622133
2015-12-03,12-05-02,213017.66155,925.0,923.083576143
2015-12-03,12-06-01,132747.089386,925.0,924.142317312
2015-12-03,12-07-01,139461.901831,279.0,925.19722521
2015-12-03,12-08-01,122219.653367,288.0,926.230169589
2015-12-03,12-09-01,82531.4328833,257.0,927.241148641
2015-12-03,12-10-01,207822.985892,257.0,928.230161321
2015-12-03,12-11-01,307254.639924,257.0,929.197207318
2015-12-03,12-12-01,153911.974428,257.0,930.142287024
2015-12-03,12-13-01,171874.488525,355.0,931.065402124
2015-12-03,12-14-01,267136.404987,434.0,931.96655309
2015-12-03,12-15-01,216462.027538,872.0,932.845742881
2015-12-03,12-17-01,151297.288953,875.0,934.538251156
2015-12-03,12-18-02,244450.629067,875.0,935.36494651
2015-12-03,12-22-01,219213.214411,853.0,938.385468988
2015-12-03,12-24-01,220649.181735,854.0,939.770846448
2015-12-03,12-26-01,268306.669244,853.0,941.068579556
2015-12-03,12-28-00,265420.516138,881.0,942.269002093
2015-12-03,12-30-01,259645.516738,893.0,943.401340333
2015-12-03,12-32-01,221750.982105,914.0,944.436486963
2015-12-03,12-34-01,286184.112178,932.0,945.384225668
2015-12-03,12-36-01,269734.180898,926.0,946.244617039
2015-12-03,12-38-01,305968.073449,930.0,947.017719112
2015-12-03,12-40-01,301341.079253,976.0,947.703588091
2015-12-03,12-42-01,295366.19684,939.0,948.302276198
2015-12-03,12-44-01,280106.230329,929.0,948.813831101
2015-12-03,12-46-01,57189.2031822,213.0,949.238295106
2015-12-03,12-48-01,40189.8622111,220.0,949.575704457
2015-12-03,12-50-01,61705.6586511,234.0,949.826088807
2015-12-03,12-52-01,99662.9971756,267.0,949.989470419
2015-12-03,12-54-01,76051.2470444,241.0,950.065864307
2015-12-03,12-56-01,73560.8375067,216.0,950.055277627
